Tipo;Entidade;Número;Data;Sumário;Link;;

DL;;18/2010;2010/19/03;Estabelece o regime do Programa de Estágios Profissionais na Administração Pública e revoga o Decreto-Lei n.º 326/99, de 18 de Agosto;https://dre.pt/application/file/611411;;

DL;;26/2010;2010/30/03;Procede à décima alteração ao Decreto-Lei n.º 555/99, de 16 de Dezembro, que estabelece o regime jurídico da urbanização e edificação, e procede à primeira alteração ao Decreto-Lei n.º 107/2009, de 15 de Maio;http://dre.pt/pdf1sdip/2010/03/06200/0098501025.pdf;;

DL;;41-A/2010;2010/29/04;Regula o transporte terrestre, rodoviário e ferroviário, de mercadorias perigosas, transpondo para a ordem jurídica interna a Directiva n.º 2006/90/CE, da Comissão, de 3 de Novembro, e a Directiva n.º 2008/68/CE, do Parlamento Europeu e do Conselho, de 24 de Setembro;https://dre.pt/application/file/a/300928;;

DL;;48-A/2010;2010/13/05;Aprova o regime geral das comparticipações do Estado no preço dos medicamentos, altera as regras a que obedece a avaliação prévia de medicamentos para aquisição pelos hospitais do Serviço Nacional de Saúde;https://dre.pt/application/file/227720;;

DL;;70/2010;2010/16/06;Estabelece as regras para a determinação da condição de recursos a ter em conta na atribuição e manutenção das prestações do subsistema de proteção familiar e do subsistema de solidariedade, bem como para a atribuição de outros apoios sociais públicos, e procede às alterações na atribuição do rendimento social de inserção, tomando medidas para aumentar a possibilidade de inserção dos seus beneficiários, procedendo à primeira alteração ao Decreto-Lei n.º 164/99, de 13 de Maio, à segunda alteração à Lei n.º 13/2003, de 21 de Maio, à quinta alteração ao Decreto-Lei n.º 176/2003, de 2 de Agosto, à segunda alteração ao Decreto-Lei n.º 283/2003, de 8 de Novembro, e à primeira alteração ao Decreto-Lei n.º 91/2009, de 9 de Abril;https://dre.pt/application/file/335560;;

DL;;72/2010;2010/18/06;Estabelece medidas para reforçar a empregabilidade dos beneficiários de prestações de desemprego e o combate à fraude, procedendo à terceira alteração ao Decreto-Lei n.º 220/2006, de 3 de Novembro, e à quarta alteração ao Decreto-Lei n.º 124/84, de 18 de Abril;https://dre.pt/application/file/335544;;

DL;;73/2010;2010/21/06;Código dos Impostos Especiais de Consumo, transpondo a Diretiva n.º 2008/118/CE, do Conselho, de 16 de Dezembro;https://dre.pt/application/file/335551;;

DL;;92/2010;2010/26/07;Estabelece os princípios e as regras necessárias para simplificar o livre acesso e exercício das atividades de serviços e transpõe a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de Dezembro;https://dre.pt/application/file/333971;;

DL;;102/2010;2010/23/09;Estabelece o regime da avaliação e gestão da qualidade do ar ambiente, transpondo a Diretiva n.º 2008/50/CE, do Parlamento Europeu e do Conselho, de 21 de Maio, e a Diretiva n.º 2004/107/CE, do Parlamento Europeu e do Conselho, de 15 de Dezembro;https://dre.pt/application/file/342199;;

DL;;108/2010;2010/13/10;Estabelece o regime jurídico das medidas necessárias para garantir o bom estado ambiental do meio marinho até 2020, transpondo a Diretiva n.º 2008/56/CE, do Parlamento Europeu e do Conselho, de 17 de Junho;https://dre.pt/application/file/344628;;

DL;;109/2010;2010/14/10;Estabelece o regime de acesso e de exercício da actividade funerária, revogando o Decreto-Lei n.º 206/2001, de 27 de Julho;https://dre.pt/application/file/a/307759;;

DL;;111/2010;2010/15/10;Modifica o regime dos horários de funcionamento dos estabelecimentos comerciais, procedendo à terceira alteração ao Decreto-Lei n.º 48/96, de 15 de Maio, e revogando a Portaria n.º 153/96, de 15 de Maio;https://dre.pt/application/file/307915;;

DL;;114/2010;2010/22/10;Simplifica a apresentação de candidaturas a fundos destinados à beneficiação e valorização florestal, modifica o regime de aprovação, alteração ou revisão dos planos regionais de ordenamento florestal e procede à primeira alteração ao Decreto-Lei n.º 16/2009, de 14 de Janeiro;https://dre.pt/application/file/307962;;

DL;;116/2010;2010/22/10;Elimina o aumento extraordinário de 25 % do abono de família nos 1.º e 2.º escalões e cessa a atribuição do abono aos 4.º e 5.º escalões de rendimento, procedendo à sétima alteração ao Decreto-Lei n.º 176/2003, de 2 de Agosto;https://dre.pt/application/file/307966;;

DL;;120/2010;2010/27/10;Regula a constituição e funcionamento da Comissão de Proteção às Vítimas de Crimes, em regulamentação da Lei n.º 104/2009, de 14 de Setembro;https://dre.pt/application/file/307744;;

DL;;121/2010;2010/27/10;Estabelece os requisitos para habilitação dos candidatos ao apadrinhamento civil e procede à regulamentação da Lei n.º 103/2009, de 11 de Setembro;https://dre.pt/application/file/307751;;

DL;;123/2010;2010/12/11;Cria um regime especial das expropriações necessárias à realização de infra-estruturas que integram candidaturas beneficiárias de co-financiamento por fundos comunitários, bem como das infra-estruturas afectas ao desenvolvimento de plataformas logísticas, no uso da autorização legislativa concedida pela Lei n.º 31/2010, de 2 de Setembro;https://dre.pt/application/file/309411;;

DL;;137/2010;2010/28/12;Aprova um conjunto de medidas adicionais de redução de despesa com vista à consolidação orçamental prevista no Programa de Estabilidade e Crescimento (PEC) para 2010-2013;https://dre.pt/application/file/306703;;

Lei;;28/2010;2010/31/03;Aprova o Estatuto do Instituto de Estudos Superiores Militares e procede à primeira alteração ao Decreto-Lei n.º 161/2005, de 22 de Setembro;https://dre.pt/application/file/612682;;

Lei;;3/2010;2010/27/04;Estabelece a obrigatoriedade de pagamento de juros de mora pelo Estado pelo atraso no cumprimento de qualquer obrigação pecuniária;https://dre.pt/application/file/614066;;

Lei;;3-B/2010;2010/28/04;Orçamento do Estado para 2010;https://dre.pt/application/file/609909;;

Lei;;5/2010;2010/05/05;Estabelece um regime transitório e excepcional de apoio aos desempregados com filhos a cargo e procede à segunda alteração ao Decreto-Lei n.º 220/2006, de 3 de Novembro;https://dre.pt/application/file/613846;;

Lei;;7/2010;2010/13/05;Primeira alteração, por apreciação parlamentar, ao Decreto-Lei n.º 207/2009, de 31 de Agosto, que procede à alteração do Estatuto da Carreira do Pessoal Docente do Ensino Superior Politécnico;https://dre.pt/application/file/a/614948;;

Lei;;8/2010;2010/13/05;Primeira alteração, por apreciação parlamentar, ao Decreto-Lei n.º 205/2009, de 31 de Agosto, que procede à alteração do Estatuto da Carreira Docente Universitária;https://dre.pt/application/file/a/614949;;

Lei;;23/2010;2010/30/08;Primeira alteração à Lei n.º 7/2001, de 11 de Maio, que adopta medidas de proteção das uniões de facto, terceira alteração ao Decreto-Lei n.º 322/90, de 18 de Outubro, que define e regulamenta a proteção na eventualidade da morte dos beneficiários do regime geral de segurança social, 53.ª alteração ao Código Civil e 11.ª alteração ao Decreto-Lei n.º 142/73, de 31 de Março, que aprova o Estatuto das Pensões de Sobrevivência;https://dre.pt/application/file/343995;;

Lei;;33/2010;2010/02/09;Regula a utilização de meios técnicos de controlo à distância (vigilância electrónica) e revoga a Lei n.º 122/99, de 20 de Agosto, que regula a vigilância electrónica prevista no artigo 201.º do Código de Processo Penal;https://dre.pt/application/file/344338;;

Lei;;39/2010;2010/02/09;Segunda alteração ao Estatuto do Aluno dos Ensinos Básico e Secundário, aprovado pela Lei n.º 30/2002, de 20 de Dezembro, e alterado pela Lei n.º 3/2008, de 18 de Janeiro;https://dre.pt/application/file/a/344350;;

Lei;;40/2010;2010/03/09;Segunda alteração à Lei n.º 115/2009, de 12 de Outubro, que aprova o Código da Execução das Penas e Medidas Privativas da Liberdade e 26.ª alteração ao Código Penal;https://dre.pt/application/file/344355;;

Lei;;54/2010;2010/24/12;Aprova a Lei da Rádio, revogando a Lei n.º 4/2001, de 23 de Fevereiro;https://dre.pt/application/file/306565;;

Lei;;55-A/2010;2010/31/12;Orçamento do Estado para 2011;https://dre.pt/application/file/345017;;

Portaria;;55/2010;2010/21/01;Regula o conteúdo do relatório anual referente à informação sobre a actividade social da empresa e o prazo da sua apresentação, por parte do empregador, ao serviço com competência inspectiva do ministério responsável pela área laboral;https://dre.pt/application/file/a/616711;;

Portaria;;269/2010;2010/17/05;Estabelece que o período crítico no âmbito do Sistema de Defesa da Floresta contra Incêndios vigore de 1 de Julho a 15 de Outubro no ano de 2010;https://dre.pt/application/file/614926;;

Portaria;;294/2010;2010/31/05;Primeira alteração à Portaria n.º 128/2009, de 30 de Janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/332544;;

Portaria;;298/2010;2010/01/06;Primeira alteração à Portaria n.º 127/2009, de 30 de Janeiro, que cria e regula o funcionamento dos gabinetes de inserção profissional;https://dre.pt/application/file/332559;;

Portaria;;426/2010;2010/29/06;Procede ao ajustamento dos valores devidos pela emissão de certidão online de registo de veículos, pelas informações dadas por escrito e fotocópias não certificadas de registo predial e pela emissão de certidão permanente de registo predial e procede à cessação do período transitório no âmbito do registo predial;https://dre.pt/application/file/335005;;

Portaria;;851/2010;2010/06/09;Regula o sistema de certificação de entidades formadoras previsto no n.º 2 do artigo 16.º do Decreto-Lei n.º 396/2007, de 31 de Dezembro;https://dre.pt/pdf1sdip/2010/09/17300/0393603944.pdf;;

Portaria;;1173/2010;2010/15/11;Aprova os modelos das placas identificativas da classificação dos empreendimentos turísticos e define as regras relativas ao respectivo fornecimento;http://dre.pt/pdf1sdip/2010/11/22100/0511305118.pdf;;

Portaria;;1196/2010;2010/24/11;Aprova as taxas devidas no âmbito da certificação de entidades formadoras;https://dre.pt/application/file/308805;;

Portaria;;1200/2010;2010/29/11;Estabelece as normas regulamentares, os modelos de requerimento e as taxas a que estão sujeitos os pedidos de instrução para aquisição ou reconhecimento da qualidade de agente oficial da propriedade industrial e aprova o regulamento das respetivas provas de aptidão;https://dre.pt/application/file/309079;;

Portaria;;1297/2010;2010/21/12;Aprova as normas e as específicações técnicas necessárias à gestão e ao funcionamento da base de dados da publicidade institucional do Estado e outras entidades públicas;https://dre.pt/application/file/306538;;

Portaria;;1334-D/2010;2010/31/12;Aprova os modelos de certificado de registo de cidadão da União Europeia, de documento de residência permanente de cidadão da União Europeia, do cartão de residência de famíliar de cidadão da União Europeia e as respetivas taxas a cobrar pela emissão desses documentos;https://dre.pt/application/file/345014;;

Resolução do Conselho de Ministros;;39/2010;2010/25/05;Aprova o quadro de referência do Estatuto das Conselheiras e dos Conselheiros Locais para a Igualdade;https://dre.pt/application/file/332560;;

Resolução do Conselho de Ministros;;40/2010;2010/11/06;Cria um novo instrumento representativo de dívida pública, designado por Certificados do Tesouro;https://dre.pt/application/file/335536;;

Resolução do Conselho de Ministros;;47/2010;2010/25/06;Aprova orientações para a colocação de publicidade institucional e para a aquisição de espaços publicitários pelo Estado e outras entidades públicas;https://dre.pt/application/file/334772;;

Lei Orgânica;;1/2011;2011/30/11;Transfere competências dos governos civis e dos governadores civis para outras entidades da Administração Pública em matérias de reserva de competência legislativa da Assembleia da República;https://dre.pt/application/file/a/146285;;

Aviso;;8484/2011;2011/06/04;Alteração ao Regulamento de Acesso a Financiamento de Projectos de Investigação Científica e Desenvolvimento Tecnológico.;https://dre.pt/application/file/1827239;;

Aviso;;16581/2011;2011/25/08;Alteração ao Regulamento de Acesso a Financiamento de Projectos de Investigação Científica e Desenvolvimento Tecnológico.;https://dre.pt/application/file/3122227;;

Despacho;;1989/2011;2011/27/01;Aprova o regulamento de apoios à edição a conceder pelo Instituto Camões, I. P.;https://dre.pt/application/file/2853792;;

Despacho;;8783/2011;2011/01/07;Aprova o Regulamento do Procedimento de Inspecção da Inspecção-Geral de Educação;http://dre.pt/pdf2sdip/2011/07/125000000/2764427648.pdf;;

Despacho;;17067/2011;2011/21/12;Aprova o esquema de vacinação universal recomendado do Programa Nacional de Vacinação 2012;https://dre.pt/application/file/3647237;;

Despacho Normativo;;2/2011;2011/11/02;Alteração ao despacho normativo n.º 4-A/2008, de 24 de Janeiro, que fixa a natureza e os limites máximos dos custos considerados elegíveis para efeitos de co-financiamento pelo Fundo Social Europeu;https://dre.pt/application/file/1332392;;

Lei;;5/2011;2011/02/03;Lei das Ordens Honoríficas Portuguesas;https://dre.pt/application/conteudo/278888;;

DL;;6/2011;2011/10/01;Adapta o registo das emissões e transferências de poluentes ao regime de prevenção e controlo integrados da poluição, procedendo à primeira alteração ao Decreto-Lei n.º 127/2008, de 21 de Julho;https://dre.pt/application/file/485567;;

DL;;23/2011;2011/11/02;Assegura a execução das obrigações decorrentes do Regulamento (CE) n.º 765/2008, do Parlamento Europeu e do Conselho, de 9 de Julho, que estabelece os requisitos de acreditação e fiscalização do mercado relativos à comercialização de produtos;https://dre.pt/application/file/279677;;

DL;;29-A/2011;2011/01/03;Estabelece as normas de execução do Orçamento do Estado para 2011;https://dre.pt/application/file/144283;;

DL;;42/2011;2011/23/03;Define um regime transitório do financiamento dos produtos de apoio a pessoas com deficiência e da identificação da lista desses produtos e altera o Decreto-Lei n.º 93/2009, de 16 de Abril, que cria o sistema de atribuição de produtos de apoio a pessoas com deficiência e a pessoas com incapacidade temporária;https://dre.pt/application/file/278778;;

DL;;48/2011;2011/01/04;Simplifica o regime de exercício de diversas atividades económicas no âmbito da iniciativa «Licenciamento zero»;http://dre.pt/pdf1sdip/2011/04/06500/0188201904.pdf;;

DL;;51/2011;2011/11/04;"Regulamento Geral dos Estabelecimentos Prisionais, em cumprimento do Código da Execução das Penas e Medidas Privativas da Liberdade
__________________";https://dre.pt/application/file/276761;;

DL;;69/2011;2011/15/06;Simplifica os regimes de acesso e exercício das atividades de construção, mediação e angariação imobiliária e altera a Lei Orgânica do InCI, I. P., aprovada pelo Decreto-Lei n.º 144/2007, de 27 de Abril;https://dre.pt/application/file/670113;;

DL;; 72/2011;2011/16/06;Estabelece um regime transitório para o reconhecimento como especialista em física médica e procede à terceira alteração ao Decreto-Lei n.º 180/2002, de 8 de Agosto;https://dre.pt/application/file/670091;;

DL;;73/2011;2011/17/06;Procede à terceira alteração ao Decreto-Lei n.º 178/2006, de 5 de Setembro, transpõe a Diretiva n.º 2008/98/CE, do Parlamento Europeu e do Conselho, de 19 de Novembro, relativa aos resíduos, e procede à alteração de diversos regimes jurídicos na área dos resíduos;https://dre.pt/application/file/670129;;

DL;;79/2011;2011/20/06;Estabelece os procedimentos de elaboração de listas e de publicação de informações nos domínios veterinário e zootécnico, aprova diversos regulamentos relativos a condições sanitárias, zootécnicas e de controlo veterinário e transpõe a Diretiva n.º 2008/73/CE, do Conselho, de 15 de Julho;https://dre.pt/application/file/670122;;

DL;;84/2011;2011/20/06;Procede à simplificação dos regimes jurídicos da deposição de resíduos em aterro, da produção cartográfica e do licenciamento do exercício das atividades de pesquisa e captação de águas subterrâneas, conformando-os com o Decreto-Lei n.º 92/2010, de 26 de Julho, que transpôs para a ordem jurídica interna a Diretiva n.º 2006/123/CE, do Parlamento Europeu e do Conselho, de 12 de Dezembro, relativa aos serviços no mercado interno;http://dre.pt/pdf1sdip/2011/06/11700/0358703595.pdf;;

DL;;88/2011;2011/20/07;Visa reforçar os requisitos de fundos próprios para a carteira de negociações e para as retitularizações, bem como os poderes do Banco de Portugal em matéria de políticas de remuneração, transpondo a Diretiva n.º 2010/76/UE, do Parlamento Europeu e do Conselho, de 24 de Novembro, que altera as Diretivas n.os 2006/48/CE e 2006/49/CE, procedendo à vigésima terceira alteração ao Regime Geral das Instituições de Crédito e Sociedades Financeiras, à segunda alteração ao Decreto-Lei n.º 104/2007, de 3 de Abril, e à primeira alteração ao Decreto-Lei n.º 103/2007, de 3 de Abril;https://dre.pt/application/file/669423;;

DL;;92/2011;2011/27/07;Regime jurídico do Sistema de Regulação de Acesso a Profissões (SRAP);https://dre.pt/application/file/669636;;

DL;;97/2011;2011/20/09;Transfere a competência da concessão do passaporte comum dos governos civis para o director nacional do Serviço de Estrangeiros e Fronteiras, procedendo à quarta alteração do Decreto-Lei n.º 83/2000, de 11 de Maio, que aprova o regime legal da concessão e emissão do passaporte electrónico português;https://dre.pt/application/file/671129;;

DL;;99/2011;2011/28/09;Altera o regime de licenciamento e fiscalização da prestação de serviços e dos estabelecimentos de apoio social, regulado pelo Decreto-Lei n.º 64/2007, de 14 de Março, contemplando os princípios de simplificação e agilização do regime de licenciamento previstos no Decreto-Lei n.º 92/2010, de 26 de Julho, e actualiza as remissões e referências legislativas constantes do Decreto-Lei n.º 64/2007, de 14 de Março;http://dre.pt/pdf1sdip/2011/09/18700/0454604554.pdf;;

DL;; 104/2011;2011/06/10;Aprova o regime jurídico da contratação pública nos domínios da defesa e da segurança, transpondo a Diretiva n.º 2009/81/CE, do Parlamento e do Conselho, de 13 de Julho, relativa à coordenação dos processos de adjudicação de determinados contratos de empreitada, contratos de fornecimento e contratos de serviços por autoridades ou entidades adjudicantes nos domínios da defesa e da segurança, e que altera as Diretivas n.os 2004/17/CE e 2004/18/CE;https://dre.pt/application/file/671326;;

DL;;107/2011;2011/16/11;Procede à quarta alteração ao Decreto-Lei n.º 214/2008, de 10 de Novembro, que estabelece o regime do exercício da actividade pecuária;http://dre.pt/pdf1sdip/2011/11/22000/0486904871.pdf;;

DL;;121/2011;2011/29/12;Lei Orgânica do Ministério dos Negócios Estrangeiros;https://dre.pt/application/file/a/145157;;

DL;;126-B/2011;2011/29/12;Aprova a Lei Orgânica do Ministério da Administração Interna;https://dre.pt/application/file/a/641915;;

Lei;;6/2011;2011/10/03;Procede à terceira alteração à Lei n.º 23/96, de 26 de Julho, que «Cria no ordenamento jurídico alguns mecanismos destinados a proteger o utente de serviços públicos essenciais»;https://dre.pt/application/file/a/279346;;

Lei;;7/2011;2011/15/03;Cria o procedimento de mudança de sexo e de nome próprio no registo civil e procede à décima sétima alteração ao Código do Registo Civil;https://dre.pt/application/file/278089;;

Lei;;11/2011;2011/26/04;Estabelece o regime jurídico de acesso e de permanência na actividade de inspecção técnica de veículos a motor e seus reboques e o regime de funcionamento dos centros de inspecção e revoga o Decreto-Lei n.º 550/99, de 15 de Dezembro;https://dre.pt/application/file/a/287024;;

Lei;;24/2011;2011/16/06;Reforça os apoios concedidos aos centros de emprego protegido e às entidades que promovem programas de emprego apoiado (primeira alteração ao Decreto-Lei n.º 290/2009, de 12 de Outubro);https://dre.pt/application/file/670092;;

Lei;;36/2011;2011/21/06;Estabelece a adopção de normas abertas nos sistemas informáticos do Estado;https://dre.pt/application/file/670380;;

Lei;;37/2011;2011/22/06;Simplifica os procedimentos aplicáveis à transmissão e à circulação de produtos relacionados com a defesa, transpõe as Directivas n.os 2009/43/CE, do Parlamento Europeu e do Conselho, de 6 de Maio, e 2010/80/UE, da Comissão, de 22 de Novembro, e revoga o Decreto-Lei n.º 436/91, de 8 de Novembro;https://dre.pt/application/file/a/670161;;

Lei;;45/2011;2011/24/06;Cria, na dependência da Polícia Judiciária, o Gabinete de Recuperação de Activos (GRA);https://dre.pt/application/file/a/670462;;

Lei;;46/2011;2011/24/06;Cria o tribunal de competência especializada para propriedade intelectual e o tribunal de competência especializada para a concorrência;https://dre.pt/application/file/670463;;

Lei;;49/2011;2011/07/09;Aprova uma sobretaxa extraordinária sobre os rendimentos sujeitos a IRS auferidos no ano de 2011, alterando o Código do Imposto sobre o Rendimento das Pessoas Singulares, aprovado pelo Decreto-Lei n.º 442-A/88, de 30 de Novembro;https://dre.pt/application/file/671764;;

Lei;;57/2011;2011/28/11;Institui e regula o funcionamento do Sistema de Informação da Organização do Estado (SIOE);https://dre.pt/pdf1sdip/2011/11/22800/0508205084.pdf;;

Lei;;60/2011;2011/28/11;Primeira alteração à Lei n.º 2/2008, de 14 de Janeiro, que regula o ingresso nas magistraturas, a formação de magistrados e a natureza, estrutura e funcionamento do Centro de Estudos Judiciários;https://dre.pt/application/file/146149;;

Lei;;63/2011;2011/14/12;Aprova a Lei da Arbitragem Voluntária;https://dre.pt/application/file/145443;;

Lei;;64/2011;2011/22/12;Modifica os procedimentos de recrutamento, seleção e provimento nos cargos de direção superior da Administração Pública, procedendo à quarta alteração à Lei n.º 2/2004, de 15 de Janeiro, que aprova o estatuto do pessoal dirigente dos serviços e organismos da administração central, regional e local do Estado, e à quinta alteração à Lei n.º 4/2004, de 15 de Janeiro, que estabelece os princípios e normas a que deve obedecer a organização da administração direta do Estado;https://dre.pt/application/file/145110;;

Lei;;64-B/2011;2011/30/12;Orçamento do Estado para 2012;https://dre.pt/application/file/243793;;

Portaria;;58/2011;2011/28/01;Primeira alteração à Portaria n.º 985/2009, de 4 de Setembro, que aprova a criação do Programa de Apoio ao Empreendimento e à Criação do Próprio Emprego (PAECPE), a promover e executar pelo Instituto do Emprego e Formação Profissional, I. P., e regula os apoios a conceder no seu âmbito;https://dre.pt/application/file/280088;;

Portaria;;66/2011;2011/04/02;Define os procedimentos, os elementos e os meios de prova necessários à inscrição, ao enquadramento e ao cumprimento da obrigação contributiva previstos no Decreto Regulamentar n.º 1-A/2011, de 3 de Janeiro;https://dre.pt/application/file/280391;;

Portaria;;103/2011;2011/14/03;Procede à revisão das categorias de bens e serviços cujos acordos quadro e procedimentos de contratação da aquisição são celebrados e conduzidos pela ANCP;https://dre.pt/application/file/278099;;

Portaria;;123/2011;2011/30/03;Aprova e pública em anexo o Regulamento de Continências e Honras da PSP e respectivos quadros.;https://dre.pt/application/file/277502;;

Portaria;;145-A/2011;2011/06/04;Altera a Portaria n.º 83-A/2009, de 22 de Janeiro, que regulamenta a tramitação do procedimento concursal nos termos do n.º 2 do artigo 54.º da Lei n.º 12-A/2008, de 27 de Fevereiro;https://dre.pt/application/file/515337;;

Portaria;;164/2011;2011/18/04;Segunda alteração à Portaria n.º 128/2009, de 30 de Janeiro, que regula as medidas «Contrato emprego-inserção» e «Contrato emprego-inserção+»;https://dre.pt/application/file/276714;;

Portaria;;175/2011;2011/28/04;Aprova a tabela de preços a cobrar pela Direcção-Geral de Reinserção Social, pelo Instituto Nacional de Medicina Legal, I. P., e pela Polícia Judiciária por perícias e exames, relatórios, informações sociais, audições e outras diligências ou documentos que lhes forem requeridos ou que por estes venham a ser deferidos a entidades públicas ou privadas;https://dre.pt/application/file/287054;;

Portaria;;182/2011;2011/05/05;Estabelece os termos da instrução e tramitação dos pedidos de colocação em situação de mobilidade especial, por opção voluntária, e de concessão de licença extraordinária;https://dre.pt/application/file/287008;;

Portaria;;245/2011;2011/22/06;Determina o envio simultâneo, eletrónico e desmaterializado dos instrumentos de gestão territorial para publicação no DR e depósito na DGT;http://dre.pt/pdf1sdip/2011/06/11900/0372603730.pdf;;

Portaria;;255/2011;2011/01/07;Aprova o novo modelo do cartão nacional de dador de sangue e revoga a Portaria n.º 790/2001, de 23 de Julho;https://dre.pt/application/file/670617;;

Portaria;;262/2011;2011/31/08;Estabelece as normas reguladoras das condições de instalação e funcionamento das creches;http://dre.pt/pdf1sdip/2011/08/16700/0433804343.pdf;;

Decreto Regulamentar;;1-A/2011;2001/03/01;Procede à regulamentação do Código dos Regimes Contributivos do Sistema Previdencial de Segurança Social, aprovado pela Lei n.º 110/2009, de 16 de Setembro;https://data.dre.pt/eli/decregul/1-a/2011/01/03/p/dre/pt/html;;

Resolução;PE;P7_TA(2011)0226;2011/11/05;Parlamento Europeu: Livro Verde da Comissão intitulado “A proteção das florestas e a informação florestal na UE: preparar as florestas para as alterações climáticas” (2010/2106(INI));http://eur-lex.europa.eu/legal-content/PT/TXT/?qid=1457603168614&uri=CELEX:52011IP0226;;

Resolução;TC;14/2011;2011/16/08;Aprova as instruções sobre a organização dos processos de fiscalização prévia a remeter ao Tribunal de Contas.;https://dre.pt/application/file/2212426;;

Tratado;UE;TFUE;2012/30/03;Publicação das versões consolidadas do Tratado sobre o Funcionamento da União Europeia - Publicado no Jornal Oficial da União Europeia (Jornal Oficial nº C 326 de 26/10/2012 p. 0001 - 0390);http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=CELEX%3A12012E%2FTXT;;

Regulamento;TJUE;RTJUE;2012/29/09;Regulamento de Processo do Tribunal de Justiça da União Europeia;http://eur-lex.europa.eu/legal-content/PT/TXT/?uri=celex:32012Q0929(01);;

Circular;DGSS;7/2012;2012/11/05;Cartão Europeu de Seguro Doença - cidadãos não activos nacionais de Estados-membros da União Europeia residentes em Portugal (Circular DSNEC).;http://www.seg-social.pt/documents/10152/448021/CIT+7+2012/c696f9bf-a231-4bbd-9237-f76a5b18ee95/c696f9bf-a231-4bbd-9237-f76a5b18ee95;;

Decreto Regulamentar;;13/2012;2012/20/01;Aprova a orgânica da Direcção-Geral de Estatísticas da Educação e Ciência;https://dre.pt/application/file/544212;;

DL;; 203/2012 ;2012/28/08;Aprova a orgânica do Instituto de Gestão de Fundos de Capitalização da Segurança Social, I. P.;http://data.dre.pt/eli/dec-lei/203/2012/08/28/p/dre/pt/html;;

Despacho;;363/2012;2012/12/01;Altera e republica, na sua redacção actual, o Despacho n.º 9915/2008, de 4 de abril, que aprovou o Regulamento das Carreiras de Oficial Bombeiro e de Bombeiro Voluntário.;https://dre.pt/application/conteudo/2361255;;

Despacho;;713/2012;2012/18/01;Altera o despacho n.º 21722/2008, de 20 de agosto, no que respeita à estrutura da formação dos bombeiros e procede à respetiva republicação.;https://dre.tretas.org/pdfs/2012/01/18/dre-288766.pdf;;

Despacho;;14041/2012;2012/29/10;Determina que o Centro de Orientação de Doentes Urgentes é uma estrutura de coordenação operacional centralizada de toda a atividade do Sistema Integrado de Emergência Médica (SIEM);https://dre.pt/application/file/2746039;;

Despacho;SEAP;3876/2012;2012/12/11;Informação sobre as Greves da AP - Despacho 3876/2012-SEAP;http://www.dgaep.gov.pt/upload//Greves/DESPACHO_GREVES_3876_2012_SEAP_12NOV2012.pdf;;

Despacho;;15171/2012;2012/26/11;Aprova o Regulamento do Procedimento de Inspeção da Inspeção-Geral da Agricultura, do Mar, do Ambiente e do Ordenamento do Território;http://dre.pt/pdf2sdip/2012/11/228000000/3801038014.pdf;;

Despacho;;16107/2012;2012/19/12;Transferência para o INA da missão, atribuições e competências da Entidade Gestora da Mobilidade e da Entidade Especializada Pública;https://dre.pt/application/file/1008527;;

Diretiva Técnica;UMCCI;2/2012;2012/11/04;Esclarecimento sobre critérios de referenciação de doentes para unidades de internamento, de ambulatório e equipas da RNCCI - Diretiva Técnica nº 1/UMCCI/2008, de 07.01;http://www.acss.min-saude.pt/Portals/0/DiretivaTecnica_n.2-UMCCI-2012_Criterios_gerais_referenciacao.pdf;;

Diretiva Técnica;UMCCI;5/2012;2012/10/08;Esclarecimento adicional - Diretiva Técnica n.º 2/UMCCI/2012, de 11.04 quanto à referenciação de doentes para unidades de longa duração e manutenção ;http://www.acss.min-saude.pt/Portals/0/DTN.5_UMCCI_2012.pdf;;

DL;;5/2012;2012/17/01;Institui o conselho directivo como único órgão de direcção, limita a sua composição e altera as regras de recrutamento, seleção e provimento, de cessação dos mandatos e a remuneração dos membros dos conselhos directivos dos institutos públicos de regime comum, procedendo à sétima alteração à Lei n.º 3/2004, de 15 de Janeiro;https://dre.pt/application/file/544230;;

DL;;8/2012;2012/18/01;Aprova o estatuto do gestor público;http://dre.pt/pdf1sdip/2012/01/01300/0029000300.pdf;;

DL;;32/2012;2012/13/02;Estabelece as  as normas de execução do Orçamento do Estado para 2012, aprovado pela Lei n.º 64 -B/2011, de 30 de dezembro.;https://dre.pt/application/file/a/543184;;

DL;;33/2012;2012/13/02;Aprova a orgânica da Inspecção-Geral das atividades em Saúde;https://dre.pt/application/file/543178;;

DL;;36/2012;2012/15/02;Aprova a orgânica da Agência Nacional para a Qualificação e o Ensino Profissional, I. ;https://dre.pt/application/file/542957;;

DL;;40/2012;2012/20/02;Procede à segunda alteração ao Decreto-Lei n.º 279/98, de 17 de setembro, que estabelece o regime jurídico dos bilhetes do Tesouro;https://dre.pt/application/file/542919;;

